Comment Text,Cleaned Comment,Sentiment,lowercase,no_punct_digit,normalized,tokenized,preprocessing_comment
@ihatesunnn padahal emyu tim terjago di dunia ini,padahal emyu tim terjago di dunia ini,positif,padahal emyu tim terjago di dunia ini,padahal emyu tim terjago di dunia ini,padahal emyu tim terjago di dunia ini,"['padahal', 'emyu', 'tim', 'terjago', 'di', 'dunia', 'ini']",emyu tim terjago dunia
FT Man Utd 0-2 Crystal Palace BIASAKAN NONTON EMYU SAMPE AKHIR! https://t.co/VZjEbHyXkI,ft man utd crystal palace biasakan nonton emyu sampe akhir,netral,ft man utd crystal palace biasakan nonton emyu sampe akhir,ft man utd crystal palace biasakan nonton emyu sampe akhir,ft man utd crystal palace biasakan menonton emyu sampai akhir,"['ft', 'man', 'utd', 'crystal', 'palace', 'biasakan', 'menonton', 'emyu', 'sampai', 'akhir']",ft man utd crystal palace biasakan menonton emyu
@ManUtd_ID Selesai tu Ten Hag,selesai tu ten hag,negatif,selesai tu ten hag,selesai tu ten hag,selesai itu ten hag,"['selesai', 'itu', 'ten', 'hag']",selesai ten hag
@ManUtd_ID mangujang,mangujang,negatif,mangujang,mangujang,mangujang,['mangujang'],mangujang
bapak kau kiper emyu,bapak kau kiper emyu,netral,bapak kau kiper emyu,bapak kau kiper emyu,bapak kau kiper emyu,"['bapak', 'kau', 'kiper', 'emyu']",kau kiper emyu
@ManUtd_ID Tolol gw kangen jaman 2017 woy ayo dong yg bener,tolol gw kangen jaman woy ayo dong yg bener,negatif,tolol gw kangen jaman woy ayo dong yg bener,tolol gw kangen jaman woy ayo dong yg bener,tolol gue kangen jaman woy ayo dong yang benar,"['tolol', 'gue', 'kangen', 'jaman', 'woy', 'ayo', 'dong', 'yang', 'benar']",tolol gue kangen jaman woy ayo
@ManUtd_ID emg ente cupu ya pantekk. liat noh besok maenlu. pasti kewalahan digempur tim2 medioker,emg ente cupu ya pantekk liat noh besok maenlu pasti kewalahan digempur tim medioker,negatif,emg ente cupu ya pantekk liat noh besok maenlu pasti kewalahan digempur tim medioker,emg ente cupu ya pantekk liat noh besok maenlu pasti kewalahan digempur tim medioker,memang ente cupu ya pantekk lihat noh besok maenlu pasti kewalahan digempur tim medioker,"['memang', 'ente', 'cupu', 'ya', 'pantekk', 'lihat', 'noh', 'besok', 'maenlu', 'pasti', 'kewalahan', 'digempur', 'tim', 'medioker']",ente cupu ya pantekk lihat noh besok maenlu kewalahan digempur tim medioker
@ManUtd_ID Mau itu bahas sejarah Mau itu bahas masa kini FAKTANYA MU memang 20 Gelar.,mau itu bahas sejarah mau itu bahas masa kini faktanya mu memang gelar,negatif,mau itu bahas sejarah mau itu bahas masa kini faktanya mu memang gelar,mau itu bahas sejarah mau itu bahas masa kini faktanya mu memang gelar,mau itu bahas sejarah mau itu bahas masa kini faktanya mu memang gelar,"['mau', 'itu', 'bahas', 'sejarah', 'mau', 'itu', 'bahas', 'masa', 'kini', 'faktanya', 'mu', 'memang', 'gelar']",bahas sejarah bahas faktanya mu gelar
Tyrell Malacia yg sudah mulai berlatih kembali setelah 1 tahun cidera #ManchesterUnited #Malacia #kingemyu https://t.co/HL3GGXo3kN,tyrell malacia yg sudah mulai berlatih kembali setelah tahun cidera manchesterunited malacia kingemyu,netral,tyrell malacia yg sudah mulai berlatih kembali setelah tahun cidera manchesterunited malacia kingemyu,tyrell malacia yg sudah mulai berlatih kembali setelah tahun cidera manchesterunited malacia kingemyu,tyrell malacia yang sudah mulai berlatih kembali setelah tahun cidera manchesterunited malacia kingemyu,"['tyrell', 'malacia', 'yang', 'sudah', 'mulai', 'berlatih', 'kembali', 'setelah', 'tahun', 'cidera', 'manchesterunited', 'malacia', 'kingemyu']",tyrell malacia berlatih cidera manchesterunited malacia kingemyu
@ManUtd_ID 3 kocong,kocong,negatif,kocong,kocong,kocong,['kocong'],kocong
@sbtmskn Emyu dimana mana bahkan lintas OR,emyu dimana mana bahkan lintas or,netral,emyu dimana mana bahkan lintas or,emyu dimana mana bahkan lintas or,emyu dimana mana bahkan lintas or,"['emyu', 'dimana', 'mana', 'bahkan', 'lintas', 'or']",emyu dimana lintas or
@idextratime Emyu kmn,emyu kmn,netral,emyu kmn,emyu kmn,emyu kemana,"['emyu', 'kemana']",emyu kemana
Oh jadi emyu malam tadi menang ya? #ManchesterUnited,oh jadi emyu malam tadi menang ya manchesterunited,positif,oh jadi emyu malam tadi menang ya manchesterunited,oh jadi emyu malam tadi menang ya manchesterunited,oh jadi emyu malam tadi menang ya manchesterunited,"['oh', 'jadi', 'emyu', 'malam', 'tadi', 'menang', 'ya', 'manchesterunited']",oh emyu malam menang ya manchesterunited
@KsatriaRinjani @ManUtd_ID @HarryMaguire93 Nggak ada yg mau beli osinhem karena nggak kuat bayar gaji nya,nggak ada yg mau beli osinhem karena nggak kuat bayar gaji nya,positif,nggak ada yg mau beli osinhem karena nggak kuat bayar gaji nya,nggak ada yg mau beli osinhem karena nggak kuat bayar gaji nya,enggak ada yang mau beli osinhem karena enggak kuat bayar gaji nya,"['enggak', 'ada', 'yang', 'mau', 'beli', 'osinhem', 'karena', 'enggak', 'kuat', 'bayar', 'gaji', 'nya']",beli osinhem kuat bayar gaji nya
@AnggaDesu10 @trigi_wazza Memang suka tantangan fans emyu keknya. Wazza ngacu ke nick Wayne Rooney. Fans emyu model gini ga dikit cm ga semuanya jg cuman biasanya ga nyadar kalo dianya bermasalah n ga nyadar dia sumber masalah Krn org ga mau ribet n mendi,memang suka tantangan fans emyu keknya wazza ngacu ke nick wayne rooney fans emyu model gini ga dikit cm ga semuanya jg cuman biasanya ga nyadar kalo dianya bermasalah n ga nyadar dia sumber masalah krn org ga mau ribet n mendi,positif,memang suka tantangan fans emyu keknya wazza ngacu ke nick wayne rooney fans emyu model gini ga dikit cm ga semuanya jg cuman biasanya ga nyadar kalo dianya bermasalah n ga nyadar dia sumber masalah krn org ga mau ribet n mendi,memang suka tantangan fans emyu keknya wazza ngacu ke nick wayne rooney fans emyu model gini ga dikit cm ga semuanya jg cuman biasanya ga nyadar kalo dianya bermasalah n ga nyadar dia sumber masalah krn org ga mau ribet n mendi,memang suka tantangan fan emyu kayaknya wazza ngacu ke nick wayne rooney fan emyu model begini enggak dikit cuma enggak semuanya juga cuman biasanya enggak menyadar kalo dianya bermasalah n enggak menyadar dia sumber masalah karena orang enggak mau ribet n mendi,"['memang', 'suka', 'tantangan', 'fan', 'emyu', 'kayaknya', 'wazza', 'ngacu', 'ke', 'nick', 'wayne', 'rooney', 'fan', 'emyu', 'model', 'begini', 'enggak', 'dikit', 'cuma', 'enggak', 'semuanya', 'juga', 'cuman', 'biasanya', 'enggak', 'menyadar', 'kalo', 'dianya', 'bermasalah', 'n', 'enggak', 'menyadar', 'dia', 'sumber', 'masalah', 'karena', 'orang', 'enggak', 'mau', 'ribet', 'n', 'mendi']",suka tantangan fan emyu kayaknya wazza ngacu nick wayne rooney fan emyu model dikit cuman menyadar kalo dianya bermasalah n menyadar sumber orang ribet n mendi
@ManUtd_ID Bukan dramatis tapi lebih ke menang susah payah dan seadanya. Untung ada king Harry,bukan dramatis tapi lebih ke menang susah payah dan seadanya untung ada king harry,positif,bukan dramatis tapi lebih ke menang susah payah dan seadanya untung ada king harry,bukan dramatis tapi lebih ke menang susah payah dan seadanya untung ada king harry,bukan dramatis tapi lebih ke menang susah payah dan seadanya untung ada king harry,"['bukan', 'dramatis', 'tapi', 'lebih', 'ke', 'menang', 'susah', 'payah', 'dan', 'seadanya', 'untung', 'ada', 'king', 'harry']",dramatis menang susah payah seadanya untung king harry
Tyrell Malacia telah kembali berlatih setelah 1 tahun lebih absen *urban legend emyu #ManchesterUnited #Malacia #kingemyu https://t.co/IyVVRvUycp,tyrell malacia telah kembali berlatih setelah tahun lebih absen urban legend emyu manchesterunited malacia kingemyu,netral,tyrell malacia telah kembali berlatih setelah tahun lebih absen urban legend emyu manchesterunited malacia kingemyu,tyrell malacia telah kembali berlatih setelah tahun lebih absen urban legend emyu manchesterunited malacia kingemyu,tyrell malacia telah kembali berlatih setelah tahun lebih absen urban legend emyu manchesterunited malacia kingemyu,"['tyrell', 'malacia', 'telah', 'kembali', 'berlatih', 'setelah', 'tahun', 'lebih', 'absen', 'urban', 'legend', 'emyu', 'manchesterunited', 'malacia', 'kingemyu']",tyrell malacia berlatih absen urban legend emyu manchesterunited malacia kingemyu
@ManUtd_ID wajar emyu bukan madrid boyyy,wajar emyu bukan madrid boy,negatif,wajar emyu bukan madrid boy,wajar emyu bukan madrid boy,wajar emyu bukan madrid boy,"['wajar', 'emyu', 'bukan', 'madrid', 'boy']",wajar emyu madrid boy
@ManUtd_ID Sampah,sampah,negatif,sampah,sampah,sampah,['sampah'],sampah
TUCHEL INCAR PEMAIN BARCELONA Thomas Tuchel dikabarkan ingin memboyong bek Barcelona Ronald Araujo jika dirinya ditunjuk sebagai pelatih Manchester United. Tuchel digosipkan akan menggantikan Erik Ten Hag yg tak kunjung bisa menaikkan performa y martabat Emyu. Araujo sendiri https://t.co/iWejVlh8YV,tuchel incar pemain barcelona thomas tuchel dikabarkan ingin memboyong bek barcelona ronald araujo jika dirinya ditunjuk sebagai pelatih manchester united tuchel digosipkan akan menggantikan erik ten hag yg tak kunjung bisa menaikkan performa y martabat emyu araujo sendiri,positif,tuchel incar pemain barcelona thomas tuchel dikabarkan ingin memboyong bek barcelona ronald araujo jika dirinya ditunjuk sebagai pelatih manchester united tuchel digosipkan akan menggantikan erik ten hag yg tak kunjung bisa menaikkan performa y martabat emyu araujo sendiri,tuchel incar pemain barcelona thomas tuchel dikabarkan ingin memboyong bek barcelona ronald araujo jika dirinya ditunjuk sebagai pelatih manchester united tuchel digosipkan akan menggantikan erik ten hag yg tak kunjung bisa menaikkan performa y martabat emyu araujo sendiri,tuchel incar pemain barcelona thomas tuchel dikabarkan ingin memboyong bek barcelona ronald araujo jika dirinya ditunjuk sebagai pelatih manchester united tuchel digosipkan akan menggantikan erik ten hag yang tak kunjung bisa menaikkan performa ya martabat emyu araujo sendiri,"['tuchel', 'incar', 'pemain', 'barcelona', 'thomas', 'tuchel', 'dikabarkan', 'ingin', 'memboyong', 'bek', 'barcelona', 'ronald', 'araujo', 'jika', 'dirinya', 'ditunjuk', 'sebagai', 'pelatih', 'manchester', 'united', 'tuchel', 'digosipkan', 'akan', 'menggantikan', 'erik', 'ten', 'hag', 'yang', 'tak', 'kunjung', 'bisa', 'menaikkan', 'performa', 'ya', 'martabat', 'emyu', 'araujo', 'sendiri']",tuchel incar pemain barcelona thomas tuchel dikabarkan memboyong bek barcelona ronald araujo pelatih manchester united tuchel digosipkan menggantikan erik ten hag kunjung menaikkan performa ya martabat emyu araujo
@hayder_imron @alexgufron @ManUtd_ID Tibane Wes meh 12 tahun MU remek mbekenyek.... rencana e di jangkepno 20 tahun ta Kang?,tibane wes meh tahun mu remek mbekenyek rencana e di jangkepno tahun ta kang,negatif,tibane wes meh tahun mu remek mbekenyek rencana e di jangkepno tahun ta kang,tibane wes meh tahun mu remek mbekenyek rencana e di jangkepno tahun ta kang,tibane wes meh tahun mu remek mbekenyek rencana e di jangkepno tahun ta kang,"['tibane', 'wes', 'meh', 'tahun', 'mu', 'remek', 'mbekenyek', 'rencana', 'e', 'di', 'jangkepno', 'tahun', 'ta', 'kang']",tibane wes meh mu remek mbekenyek rencana e jangkepno ta kang
@ManUtd_ID Bentar lgi ipul yg bakal ambil alih EPL. Hahaha... mampus lu MU. Benci bgt gua sama MU dri zaman dlu,bentar lgi ipul yg bakal ambil alih epl hahaha mampus lu mu benci bgt gua sama mu dri zaman dlu,negatif,bentar lgi ipul yg bakal ambil alih epl hahaha mampus lu mu benci bgt gua sama mu dri zaman dlu,bentar lgi ipul yg bakal ambil alih epl hahaha mampus lu mu benci bgt gua sama mu dri zaman dlu,bentar lagi ipul yang bakal ambil alih epl hahaha mampus lu mu benci banget gua sama mu dari zaman dulu,"['bentar', 'lagi', 'ipul', 'yang', 'bakal', 'ambil', 'alih', 'epl', 'hahaha', 'mampus', 'lu', 'mu', 'benci', 'banget', 'gua', 'sama', 'mu', 'dari', 'zaman', 'dulu']",bentar ipul ambil alih epl hahaha mampus lu mu benci banget gua mu zaman
@kun_wardana @ManUtd_ID Dibantu wasit menangnya,dibantu wasit menangnya,positif,dibantu wasit menangnya,dibantu wasit menangnya,dibantu wasit menangnya,"['dibantu', 'wasit', 'menangnya']",dibantu wasit menangnya
KPU Jatim Usung Tema Tata Kelola Pemerintahan dan Pelayanan Publik dalam Debat Kedua Pilgub #jatimdamai HYBE APOLOGIZE TO V Chelsea Emyu #StopKawa Old Trafford Tim 9 Mount Manchester United Ferguson Tokopedia Happy Hour Selamat Hari Sumpah Pemuda https://t.co/QTANpvAoE6,kpu jatim usung tema tata kelola pemerintahan dan pelayanan publik dalam debat kedua pilgub jatimdamai hybe apologize to v chelsea emyu stopkawa old trafford tim mount manchester united ferguson tokopedia happy hour selamat hari sumpah pemuda,netral,kpu jatim usung tema tata kelola pemerintahan dan pelayanan publik dalam debat kedua pilgub jatimdamai hybe apologize to v chelsea emyu stopkawa old trafford tim mount manchester united ferguson tokopedia happy hour selamat hari sumpah pemuda,kpu jatim usung tema tata kelola pemerintahan dan pelayanan publik dalam debat kedua pilgub jatimdamai hybe apologize to v chelsea emyu stopkawa old trafford tim mount manchester united ferguson tokopedia happy hour selamat hari sumpah pemuda,kpu jatim usung tema tata kelola pemerintahan dan pelayanan publik dalam debat kedua pilgub jatimdamai hybe apologize tapi v chelsea emyu stopkawa old trafford tim mount manchester united ferguson tokopedia happy hour selamat hari sumpah pemuda,"['kpu', 'jatim', 'usung', 'tema', 'tata', 'kelola', 'pemerintahan', 'dan', 'pelayanan', 'publik', 'dalam', 'debat', 'kedua', 'pilgub', 'jatimdamai', 'hybe', 'apologize', 'tapi', 'v', 'chelsea', 'emyu', 'stopkawa', 'old', 'trafford', 'tim', 'mount', 'manchester', 'united', 'ferguson', 'tokopedia', 'happy', 'hour', 'selamat', 'hari', 'sumpah', 'pemuda']",kpu jatim usung tema tata kelola pemerintahan pelayanan publik debat pilgub jatimdamai hybe apologize v chelsea emyu stopkawa old trafford tim mount manchester united ferguson tokopedia happy hour selamat sumpah pemuda
Yah lawan eMyU lg si baladewaa na.. https://t.co/GT92BRQJdU,yah lawan emyu lg si baladewaa na,negatif,yah lawan emyu lg si baladewaa na,yah lawan emyu lg si baladewaa na,ya lawan emyu lagi sih baladewaa nya,"['ya', 'lawan', 'emyu', 'lagi', 'sih', 'baladewaa', 'nya']",ya lawan emyu sih baladewaa nya
@buluquduq @JackNoLimit_ @utdfocusid Tapi fans emyu lebih gblkÂ² sih dari DNA malah gblknya klo fans ipul bisa kehitung jari yg gblknya,tapi fans emyu lebih gblk sih dari dna malah gblknya klo fans ipul bisa kehitung jari yg gblknya,negatif,tapi fans emyu lebih gblk sih dari dna malah gblknya klo fans ipul bisa kehitung jari yg gblknya,tapi fans emyu lebih gblk sih dari dna malah gblknya klo fans ipul bisa kehitung jari yg gblknya,tapi fan emyu lebih gblk sih dari dna malah gblknya kalo fan ipul bisa kehitung jari yang gblknya,"['tapi', 'fan', 'emyu', 'lebih', 'gblk', 'sih', 'dari', 'dna', 'malah', 'gblknya', 'kalo', 'fan', 'ipul', 'bisa', 'kehitung', 'jari', 'yang', 'gblknya']",fan emyu gblk sih dna gblknya kalo fan ipul kehitung jari gblknya
@windinailar Dan emyu (Kalo menang),dan emyu kalo menang,positif,dan emyu kalo menang,dan emyu kalo menang,dan emyu kalo menang,"['dan', 'emyu', 'kalo', 'menang']",emyu kalo menang
@idextratime FDJ kalo ke emyu: Ketika saya menandatangani kontrak dengan Manchester United saya tidak membayangkan klub ini akan degradasi,fdj kalo ke emyu ketika saya menandatangani kontrak dengan manchester united saya tidak membayangkan klub ini akan degradasi,negatif,fdj kalo ke emyu ketika saya menandatangani kontrak dengan manchester united saya tidak membayangkan klub ini akan degradasi,fdj kalo ke emyu ketika saya menandatangani kontrak dengan manchester united saya tidak membayangkan klub ini akan degradasi,fdj kalo ke emyu ketika saya menandatangani kontrak dengan manchester united saya tidak membayangkan klub ini akan degradasi,"['fdj', 'kalo', 'ke', 'emyu', 'ketika', 'saya', 'menandatangani', 'kontrak', 'dengan', 'manchester', 'united', 'saya', 'tidak', 'membayangkan', 'klub', 'ini', 'akan', 'degradasi']",fdj kalo emyu menandatangani kontrak manchester united membayangkan klub degradasi
@pangeransiahaan Fans emyu nyanyi ynwa,fans emyu nyanyi ynwa,netral,fans emyu nyanyi ynwa,fans emyu nyanyi ynwa,fan emyu nyanyi ynwa,"['fan', 'emyu', 'nyanyi', 'ynwa']",fan emyu nyanyi ynwa
@ManUtd_ID Mending nonton bokep lah tim goblok,mending nonton bokep lah tim goblok,negatif,mending nonton bokep lah tim goblok,mending nonton bokep lah tim goblok,mending menonton bokep lah tim goblok,"['mending', 'menonton', 'bokep', 'lah', 'tim', 'goblok']",mending menonton bokep tim goblok
@ManUtd_ID Kocak dicakar burung gini,kocak dicakar burung gini,negatif,kocak dicakar burung gini,kocak dicakar burung gini,kocak dicakar burung begini,"['kocak', 'dicakar', 'burung', 'begini']",kocak dicakar burung
@ManUtd_ID Lah jadinya 20 apa 13 boss?,lah jadinya apa boss,negatif,lah jadinya apa boss,lah jadinya apa boss,lah jadinya apa bos,"['lah', 'jadinya', 'apa', 'bos']",bos
@ManUtd_ID blm ngerasain puncak klasemen tp udh dingin bgt,blm ngerasain puncak klasemen tp udh dingin bgt,negatif,blm ngerasain puncak klasemen tp udh dingin bgt,blm ngerasain puncak klasemen tp udh dingin bgt,belum ngerasain puncak klasemen tapi sudah dingin banget,"['belum', 'ngerasain', 'puncak', 'klasemen', 'tapi', 'sudah', 'dingin', 'banget']",ngerasain puncak klasemen dingin banget
Minggu malam hujan deras Squidward di TV bahas RealMadrid vs Manchester United. Azka cek #LoveScoutEp6 Uya Kuya di story Aguan bahas $TRUMP. Berurat banget celetuk Emyu fans #virnight sambil lihat #shaniweddingday trending. Absurd banget! Link: https://t.co/Ed9XcJh8uS https://t.co/2ZPMoNPbBA,minggu malam hujan deras squidward di tv bahas realmadrid vs manchester united azka cek lovescoutep uya kuya di story aguan bahas trump berurat banget celetuk emyu fans virnight sambil lihat shaniweddingday trending absurd banget link,positif,minggu malam hujan deras squidward di tv bahas realmadrid vs manchester united azka cek lovescoutep uya kuya di story aguan bahas trump berurat banget celetuk emyu fans virnight sambil lihat shaniweddingday trending absurd banget link,minggu malam hujan deras squidward di tv bahas realmadrid vs manchester united azka cek lovescoutep uya kuya di story aguan bahas trump berurat banget celetuk emyu fans virnight sambil lihat shaniweddingday trending absurd banget link,minggu malam hujan deras squidward di tv bahas realmadrid vs manchester united azka cek lovescoutep uya kuya di story aguan bahas trump berurat banget celetuk emyu fan virnight sambil lihat shaniweddingday trending absurd banget link,"['minggu', 'malam', 'hujan', 'deras', 'squidward', 'di', 'tv', 'bahas', 'realmadrid', 'vs', 'manchester', 'united', 'azka', 'cek', 'lovescoutep', 'uya', 'kuya', 'di', 'story', 'aguan', 'bahas', 'trump', 'berurat', 'banget', 'celetuk', 'emyu', 'fan', 'virnight', 'sambil', 'lihat', 'shaniweddingday', 'trending', 'absurd', 'banget', 'link']",minggu malam hujan deras squidward tv bahas realmadrid vs manchester united azka cek lovescoutep uya kuya story aguan bahas trump berurat banget celetuk emyu fan virnight lihat shaniweddingday trending absurd banget link
@ManUtd_ID ga lama lagi predikat raja Premier League lu diambil @LFC,ga lama lagi predikat raja premier league lu diambil,positif,ga lama lagi predikat raja premier league lu diambil,ga lama lagi predikat raja premier league lu diambil,enggak lama lagi predikat raja premier league lu diambil,"['enggak', 'lama', 'lagi', 'predikat', 'raja', 'premier', 'league', 'lu', 'diambil']",predikat raja premier league lu diambil
@ManUtd_ID Pelatih batu kyk gini masih di pakai aja..,pelatih batu kyk gini masih di pakai aja,negatif,pelatih batu kyk gini masih di pakai aja,pelatih batu kyk gini masih di pakai aja,pelatih batu kayak begini masih di pakai saja,"['pelatih', 'batu', 'kayak', 'begini', 'masih', 'di', 'pakai', 'saja']",pelatih batu kayak pakai
Yok bisa yok @ManUtd_ID,yok bisa yok,netral,yok bisa yok,yok bisa yok,yuk bisa yuk,"['yuk', 'bisa', 'yuk']",yuk yuk
@slCUha @idextratime Setolol tololnya emyu 1 dekade terakhir gw tetep rela ngeluarin duit buat langganan tv berbayar,setolol tololnya emyu dekade terakhir gw tetep rela ngeluarin duit buat langganan tv berbayar,positif,setolol tololnya emyu dekade terakhir gw tetep rela ngeluarin duit buat langganan tv berbayar,setolol tololnya emyu dekade terakhir gw tetep rela ngeluarin duit buat langganan tv berbayar,setolol tololnya emyu dekade terakhir gue tetap rela mengeluarkan duit buat langganan tv berbayar,"['setolol', 'tololnya', 'emyu', 'dekade', 'terakhir', 'gue', 'tetap', 'rela', 'mengeluarkan', 'duit', 'buat', 'langganan', 'tv', 'berbayar']",setolol tololnya emyu dekade gue rela mengeluarkan duit langganan tv berbayar
@ManUtd_ID wes jam 20.00 wib iseh meneng2 wae ra ngetwit ngopoe?,wes jam wib iseh meneng wae ra ngetwit ngopoe,negatif,wes jam wib iseh meneng wae ra ngetwit ngopoe,wes jam wib iseh meneng wae ra ngetwit ngopoe,wes jam wib iseh meneng wae ra ngetwit ngopoe,"['wes', 'jam', 'wib', 'iseh', 'meneng', 'wae', 'ra', 'ngetwit', 'ngopoe']",wes jam wib iseh meneng wae ra ngetwit ngopoe
@ManUtd_ID ubur ubur ikan lele bahas sejarah mulu lu le,ubur ubur ikan lele bahas sejarah mulu lu le,negatif,ubur ubur ikan lele bahas sejarah mulu lu le,ubur ubur ikan lele bahas sejarah mulu lu le,ubur ubur ikan lele bahas sejarah mulu lu boleh,"['ubur', 'ubur', 'ikan', 'lele', 'bahas', 'sejarah', 'mulu', 'lu', 'boleh']",ubur ubur ikan lele bahas sejarah mulu lu
Ruben Amorim .... Okey Here we go. .. Kebangkitan Setan merah Hampir mendekati kualitas Roberto Martinez . #ManchesterUnited #RubenAmorim #emyu,ruben amorim okey here we go kebangkitan setan merah hampir mendekati kualitas roberto martinez manchesterunited rubenamorim emyu,netral,ruben amorim okey here we go kebangkitan setan merah hampir mendekati kualitas roberto martinez manchesterunited rubenamorim emyu,ruben amorim okey here we go kebangkitan setan merah hampir mendekati kualitas roberto martinez manchesterunited rubenamorim emyu,ruben amorim okey here we go kebangkitan setan merah hampir mendekati kualitas roberto martinez manchesterunited rubenamorim emyu,"['ruben', 'amorim', 'okey', 'here', 'we', 'go', 'kebangkitan', 'setan', 'merah', 'hampir', 'mendekati', 'kualitas', 'roberto', 'martinez', 'manchesterunited', 'rubenamorim', 'emyu']",ruben amorim okey here we go kebangkitan setan merah mendekati kualitas roberto martinez manchesterunited rubenamorim emyu
@ManUtd_ID @B_Fernandes8 @play_eFootball PES 2025 ya min,pes ya min,netral,pes ya min,pes ya min,pes ya min,"['pes', 'ya', 'min']",pes ya min
@ManUtd_ID Onana musuh dalam selimut,onana musuh dalam selimut,negatif,onana musuh dalam selimut,onana musuh dalam selimut,onana musuh dalam selimut,"['onana', 'musuh', 'dalam', 'selimut']",onana musuh selimut
Gabriela Abigail Mewengkang To Manchester United Here We Go Siap menjadi pesaing De Ligt di lini Pertahanan King Emyu @AM_EllaJKT48 https://t.co/fsek0sVvI6,gabriela abigail mewengkang to manchester united here we go siap menjadi pesaing de ligt di lini pertahanan king emyu,netral,gabriela abigail mewengkang to manchester united here we go siap menjadi pesaing de ligt di lini pertahanan king emyu,gabriela abigail mewengkang to manchester united here we go siap menjadi pesaing de ligt di lini pertahanan king emyu,gabriela abigail mewengkang tapi manchester united here we go siap menjadi pesaing deh ligt di lini pertahanan king emyu,"['gabriela', 'abigail', 'mewengkang', 'tapi', 'manchester', 'united', 'here', 'we', 'go', 'siap', 'menjadi', 'pesaing', 'deh', 'ligt', 'di', 'lini', 'pertahanan', 'king', 'emyu']",gabriela abigail mewengkang manchester united here we go pesaing deh ligt lini pertahanan king emyu
@The_RedsIndo @utdfocusid Iyaa gpp ufi di penjara.. Siapa tau Emyu jadi bagus maennya ga di nontonin dia,iyaa gpp ufi di penjara siapa tau emyu jadi bagus maennya ga di nontonin dia,negatif,iyaa gpp ufi di penjara siapa tau emyu jadi bagus maennya ga di nontonin dia,iyaa gpp ufi di penjara siapa tau emyu jadi bagus maennya ga di nontonin dia,iya enggak apa-apa ufi di penjara siapa tau emyu jadi bagus maennya enggak di nontonin dia,"['iya', 'enggak', 'apa-apa', 'ufi', 'di', 'penjara', 'siapa', 'tau', 'emyu', 'jadi', 'bagus', 'maennya', 'enggak', 'di', 'nontonin', 'dia']",iya apa-apa ufi penjara tau emyu bagus maennya nontonin
pliss mending naksir emyu,pliss mending naksir emyu,netral,pliss mending naksir emyu,pliss mending naksir emyu,pliss mending menaksir emyu,"['pliss', 'mending', 'menaksir', 'emyu']",pliss mending menaksir emyu
@ManUtd_ID Jangan sombong Min. Nanti sempal,jangan sombong min nanti sempal,negatif,jangan sombong min nanti sempal,jangan sombong min nanti sempal,jangan sombong min nanti sempal,"['jangan', 'sombong', 'min', 'nanti', 'sempal']",sombong min sempal
@ManUtd_ID ngomong nya muter-muter terus kyk cari alasan.,ngomong nya mutermuter terus kyk cari alasan,negatif,ngomong nya mutermuter terus kyk cari alasan,ngomong nya mutermuter terus kyk cari alasan,mengomong nya mutermuter terus kayak cari alasan,"['mengomong', 'nya', 'mutermuter', 'terus', 'kayak', 'cari', 'alasan']",mengomong nya mutermuter kayak cari alasan
@amiiruul_ @ManUtd_ID Udah pasti menang.. ya.. ya ya ya...,udah pasti menang ya ya ya ya,positif,udah pasti menang ya ya ya ya,udah pasti menang ya ya ya ya,sudah pasti menang ya ya ya ya,"['sudah', 'pasti', 'menang', 'ya', 'ya', 'ya', 'ya']",menang ya ya ya ya
@ManUtd_ID pemain pelatih staff taktik sistem ga jelas semua. emg cocok di bubarin,pemain pelatih staff taktik sistem ga jelas semua emg cocok di bubarin,negatif,pemain pelatih staff taktik sistem ga jelas semua emg cocok di bubarin,pemain pelatih staff taktik sistem ga jelas semua emg cocok di bubarin,pemain pelatih staff taktik sistem enggak jelas semua memang cocok di bubarin,"['pemain', 'pelatih', 'staff', 'taktik', 'sistem', 'enggak', 'jelas', 'semua', 'memang', 'cocok', 'di', 'bubarin']",pemain pelatih staff taktik sistem cocok bubarin
@ManUtd_ID Kiper dan pelatihe kui pecaten Kog sabar men,kiper dan pelatihe kui pecaten kog sabar men,positif,kiper dan pelatihe kui pecaten kog sabar men,kiper dan pelatihe kui pecaten kog sabar men,kiper dan pelatihe kui pecaten kok sabar men,"['kiper', 'dan', 'pelatihe', 'kui', 'pecaten', 'kok', 'sabar', 'men']",kiper pelatihe kui pecaten sabar men
Wkwkwkwk sampaaaaah @ManUtd_ID,wkwkwkwk sampah,negatif,wkwkwkwk sampah,wkwkwkwk sampah,wkwkwkwk sampah,"['wkwkwkwk', 'sampah']",wkwkwkwk sampah
Full senyum kah fans Emyu malam ini? #MUFC #PremierLeague #ManchesterUnited,full senyum kah fans emyu malam ini mufc premierleague manchesterunited,netral,full senyum kah fans emyu malam ini mufc premierleague manchesterunited,full senyum kah fans emyu malam ini mufc premierleague manchesterunited,full senyum kah fan emyu malam ini mufc premierleague manchesterunited,"['full', 'senyum', 'kah', 'fan', 'emyu', 'malam', 'ini', 'mufc', 'premierleague', 'manchesterunited']",full senyum kah fan emyu malam mufc premierleague manchesterunited
