Comment Text,Cleaned Comment,Sentiment,lowercase,no_punct_digit,normalized,tokenized,preprocessing_comment
"@arie_satria apaan krosingï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãcuma kesamping, gk ke arah kotak pinaltiï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã",apaan krosing cuma kesamping gk ke arah kotak pinalti,negatif,apaan krosing cuma kesamping gk ke arah kotak pinalti,apaan krosing cuma kesamping gk ke arah kotak pinalti,apaan krosing cuma kesamping enggak ke arah kotak pinalti,"['apaan', 'krosing', 'cuma', 'kesamping', 'enggak', 'ke', 'arah', 'kotak', 'pinalti']",krosing kesamping arah kotak pinalti
"Amorim kasih MU kemenangan besar, tapi saya khawatir kalau pertahanan kita nggak segera diperbaiki.",amorim kasih mu kemenangan besar tapi saya khawatir kalau pertahanan kita nggak segera diperbaiki,positif,amorim kasih mu kemenangan besar tapi saya khawatir kalau pertahanan kita nggak segera diperbaiki,amorim kasih mu kemenangan besar tapi saya khawatir kalau pertahanan kita nggak segera diperbaiki,amorim kasih mu kemenangan besar tapi saya khawatir kalau pertahanan kita enggak segera diperbaiki,"['amorim', 'kasih', 'mu', 'kemenangan', 'besar', 'tapi', 'saya', 'khawatir', 'kalau', 'pertahanan', 'kita', 'enggak', 'segera', 'diperbaiki']",amorim kasih mu kemenangan khawatir pertahanan diperbaiki
riill bang,riill bang,negatif,riill bang,riill bang,riill bang,"['riill', 'bang']",riill bang
"pengenya gitu bang tapi susah,,,,ï£¿Ã¼Ã²Ã",pengenya gitu bang tapi susah,negatif,pengenya gitu bang tapi susah,pengenya gitu bang tapi susah,pengenya begitu bang tapi susah,"['pengenya', 'begitu', 'bang', 'tapi', 'susah']",pengenya bang susah
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral,jadwal main kapan jam berapa,jadwal main kapan jam berapa,jadwal main kapan jam berapa,"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"Tim terlihat lebih terorganisir dan lebih disiplin, namun saya sedikit kecewa dengan hasil imbang. Saya harap Ruben Amorim bisa membuat perbaikan lebih cepat.",tim terlihat lebih terorganisir dan lebih disiplin namun saya sedikit kecewa dengan hasil imbang saya harap ruben amorim bisa membuat perbaikan lebih cepat,negatif,tim terlihat lebih terorganisir dan lebih disiplin namun saya sedikit kecewa dengan hasil imbang saya harap ruben amorim bisa membuat perbaikan lebih cepat,tim terlihat lebih terorganisir dan lebih disiplin namun saya sedikit kecewa dengan hasil imbang saya harap ruben amorim bisa membuat perbaikan lebih cepat,tim terlihat lebih terorganisir dan lebih disiplin namun saya sedikit kecewa dengan hasil imbang saya harap ruben amorim bisa membuat perbaikan lebih cepat,"['tim', 'terlihat', 'lebih', 'terorganisir', 'dan', 'lebih', 'disiplin', 'namun', 'saya', 'sedikit', 'kecewa', 'dengan', 'hasil', 'imbang', 'saya', 'harap', 'ruben', 'amorim', 'bisa', 'membuat', 'perbaikan', 'lebih', 'cepat']",tim terorganisir disiplin kecewa hasil imbang harap ruben amorim perbaikan cepat
"Klo sampe di terima, fix ineos habis memasak lgs mencret mencret",klo sampe di terima fix ineos habis memasak lgs mencret mencret,negatif,klo sampe di terima fix ineos habis memasak lgs mencret mencret,klo sampe di terima fix ineos habis memasak lgs mencret mencret,kalo sampai di terima fix ineos habis memasak langsung mencret mencret,"['kalo', 'sampai', 'di', 'terima', 'fix', 'ineos', 'habis', 'memasak', 'langsung', 'mencret', 'mencret']",kalo terima fix ineos habis memasak langsung mencret mencret
@long.live.reuse terus nyuruh amorim out gitu?? komen lu sama semua gua liat2,livereuse terus nyuruh amorim out gitu komen lu sama semua gua liat,negatif,livereuse terus nyuruh amorim out gitu komen lu sama semua gua liat,livereuse terus nyuruh amorim out gitu komen lu sama semua gua liat,livereuse terus nyuruh amorim out begitu komen lu sama semua gua lihat,"['livereuse', 'terus', 'nyuruh', 'amorim', 'out', 'begitu', 'komen', 'lu', 'sama', 'semua', 'gua', 'lihat']",livereuse nyuruh amorim out komen lu gua lihat
@ardhiyasafriyadi klo di liat ini emng kontraknya onana main terus di liga mslnya bayindir ini mulai di percaya di fa cup dan uel tpi di liga blom prnh di mainin,klo di liat ini emng kontraknya onana main terus di liga mslnya bayindir ini mulai di percaya di fa cup dan uel tpi di liga blom prnh di mainin,negatif,klo di liat ini emng kontraknya onana main terus di liga mslnya bayindir ini mulai di percaya di fa cup dan uel tpi di liga blom prnh di mainin,klo di liat ini emng kontraknya onana main terus di liga mslnya bayindir ini mulai di percaya di fa cup dan uel tpi di liga blom prnh di mainin,kalo di lihat ini memang kontraknya onana main terus di liga mslnya bayindir ini mulai di percaya di fa cup dan uel tapi di liga belum pernah di mainin,"['kalo', 'di', 'lihat', 'ini', 'memang', 'kontraknya', 'onana', 'main', 'terus', 'di', 'liga', 'mslnya', 'bayindir', 'ini', 'mulai', 'di', 'percaya', 'di', 'fa', 'cup', 'dan', 'uel', 'tapi', 'di', 'liga', 'belum', 'pernah', 'di', 'mainin']",kalo lihat kontraknya onana main liga mslnya bayindir percaya fa cup uel liga mainin
@ivn.maulana casemiro gak lu sebut sebagai masalah . 2 gol dari kesalahan dia loh. Itu alasan kenapa ugarte di beli,maulana casemiro gak lu sebut sebagai masalah gol dari kesalahan dia loh itu alasan kenapa ugarte di beli,negatif,maulana casemiro gak lu sebut sebagai masalah gol dari kesalahan dia loh itu alasan kenapa ugarte di beli,maulana casemiro gak lu sebut sebagai masalah gol dari kesalahan dia loh itu alasan kenapa ugarte di beli,maulana casemiro enggak lu sebut sebagai masalah gol dari kesalahan dia loh itu alasan kenapa ugarte di beli,"['maulana', 'casemiro', 'enggak', 'lu', 'sebut', 'sebagai', 'masalah', 'gol', 'dari', 'kesalahan', 'dia', 'loh', 'itu', 'alasan', 'kenapa', 'ugarte', 'di', 'beli']",maulana casemiro lu gol kesalahan loh alasan ugarte beli
"Strategi udah bagus, tapi finishing-nya parah! Buang peluang mulu!",strategi udah bagus tapi finishingnya parah buang peluang mulu,negatif,strategi udah bagus tapi finishingnya parah buang peluang mulu,strategi udah bagus tapi finishingnya parah buang peluang mulu,strategi sudah bagus tapi finishingnya parah buang peluang mulu,"['strategi', 'sudah', 'bagus', 'tapi', 'finishingnya', 'parah', 'buang', 'peluang', 'mulu']",strategi bagus finishingnya parah buang peluang mulu
Amorim jenius! Akhirnya tim ini punya pelatih dengan otak sepak bola sejati!,amorim jenius akhirnya tim ini punya pelatih dengan otak sepak bola sejati,positif,amorim jenius akhirnya tim ini punya pelatih dengan otak sepak bola sejati,amorim jenius akhirnya tim ini punya pelatih dengan otak sepak bola sejati,amorim jenius akhirnya tim ini punya pelatih dengan otak sepak bola sejati,"['amorim', 'jenius', 'akhirnya', 'tim', 'ini', 'punya', 'pelatih', 'dengan', 'otak', 'sepak', 'bola', 'sejati']",amorim jenius tim pelatih otak sepak bola sejati
kasian gonta ganti klub kesana kemari tapi ga dapet trofi,kasian gonta ganti klub kesana kemari tapi ga dapet trofi,negatif,kasian gonta ganti klub kesana kemari tapi ga dapet trofi,kasian gonta ganti klub kesana kemari tapi ga dapet trofi,kasihan gonta ganti klub kesana kemari tapi enggak dapat trofi,"['kasihan', 'gonta', 'ganti', 'klub', 'kesana', 'kemari', 'tapi', 'enggak', 'dapat', 'trofi']",kasihan gonta ganti klub kesana kemari trofi
Fckn,fckn,netral,fckn,fckn,fckn,['fckn'],fckn
"Kekompakan tim ini luar biasa, semoga bisa terus dipertahankan!",kekompakan tim ini luar biasa semoga bisa terus dipertahankan,positif,kekompakan tim ini luar biasa semoga bisa terus dipertahankan,kekompakan tim ini luar biasa semoga bisa terus dipertahankan,kekompakan tim ini luar biasa semoga bisa terus dipertahankan,"['kekompakan', 'tim', 'ini', 'luar', 'biasa', 'semoga', 'bisa', 'terus', 'dipertahankan']",kekompakan tim semoga dipertahankan
gimana ceritanya beli de light cuma buat pelapis maguire ngango,gimana ceritanya beli de light cuma buat pelapis maguire ngango,negatif,gimana ceritanya beli de light cuma buat pelapis maguire ngango,gimana ceritanya beli de light cuma buat pelapis maguire ngango,bagaimana ceritanya beli deh light cuma buat pelapis maguire ngango,"['bagaimana', 'ceritanya', 'beli', 'deh', 'light', 'cuma', 'buat', 'pelapis', 'maguire', 'ngango']",ceritanya beli deh light pelapis maguire ngango
"Onana tampil sempurna, tapi kalau pertahanan tetap kayak gini, bisa bahaya. MU menang 3-1, tapi ada PR besar di belakang.",onana tampil sempurna tapi kalau pertahanan tetap kayak gini bisa bahaya mu menang tapi ada pr besar di belakang,positif,onana tampil sempurna tapi kalau pertahanan tetap kayak gini bisa bahaya mu menang tapi ada pr besar di belakang,onana tampil sempurna tapi kalau pertahanan tetap kayak gini bisa bahaya mu menang tapi ada pr besar di belakang,onana tampil sempurna tapi kalau pertahanan tetap kayak begini bisa bahaya mu menang tapi ada pr besar di belakang,"['onana', 'tampil', 'sempurna', 'tapi', 'kalau', 'pertahanan', 'tetap', 'kayak', 'begini', 'bisa', 'bahaya', 'mu', 'menang', 'tapi', 'ada', 'pr', 'besar', 'di', 'belakang']",onana tampil sempurna pertahanan kayak bahaya mu menang pr
Betul banget bang. Kacau jadinya di menit menit krusial,betul banget bang kacau jadinya di menit menit krusial,negatif,betul banget bang kacau jadinya di menit menit krusial,betul banget bang kacau jadinya di menit menit krusial,betul banget bang kacau jadinya di menit menit krusial,"['betul', 'banget', 'bang', 'kacau', 'jadinya', 'di', 'menit', 'menit', 'krusial']",banget bang kacau menit menit krusial
Harusnya yg diganti eth sih... Coba rvn jadi coach nya. Asistennya rvp. Eth bagian cuci jersey... Capek juga nunggu eth bangun tim...,harusnya yg diganti eth sih coba rvn jadi coach nya asistennya rvp eth bagian cuci jersey capek juga nunggu eth bangun tim,positif,harusnya yg diganti eth sih coba rvn jadi coach nya asistennya rvp eth bagian cuci jersey capek juga nunggu eth bangun tim,harusnya yg diganti eth sih coba rvn jadi coach nya asistennya rvp eth bagian cuci jersey capek juga nunggu eth bangun tim,harusnya yang diganti eth sih coba rvn jadi coach nya asistennya rvp eth bagian cuci jersey capek juga nunggu eth bangun tim,"['harusnya', 'yang', 'diganti', 'eth', 'sih', 'coba', 'rvn', 'jadi', 'coach', 'nya', 'asistennya', 'rvp', 'eth', 'bagian', 'cuci', 'jersey', 'capek', 'juga', 'nunggu', 'eth', 'bangun', 'tim']",diganti eth sih coba rvn coach nya asistennya rvp eth cuci jersey capek nunggu eth bangun tim
untung gaada var,untung gaada var,positif,untung gaada var,untung gaada var,untung enggak ada var,"['untung', 'enggak', 'ada', 'var']",untung var
"Ada perkembangan yang bagus, tapi masih banyak detail yang harus diperbaiki.",ada perkembangan yang bagus tapi masih banyak detail yang harus diperbaiki,negatif,ada perkembangan yang bagus tapi masih banyak detail yang harus diperbaiki,ada perkembangan yang bagus tapi masih banyak detail yang harus diperbaiki,ada perkembangan yang bagus tapi masih banyak detail yang harus diperbaiki,"['ada', 'perkembangan', 'yang', 'bagus', 'tapi', 'masih', 'banyak', 'detail', 'yang', 'harus', 'diperbaiki']",perkembangan bagus detail diperbaiki
"Raspot, Mamad, Kasmir harus diganti",raspot mamad kasmir harus diganti,netral,raspot mamad kasmir harus diganti,raspot mamad kasmir harus diganti,raspot mamad kasmir harus diganti,"['raspot', 'mamad', 'kasmir', 'harus', 'diganti']",raspot mamad kasmir diganti
Kekalahan 1-2 sangat mengecewakan. Kita perlu lebih solid di lini belakang dan perbaiki koordinasi tim.,kekalahan sangat mengecewakan kita perlu lebih solid di lini belakang dan perbaiki koordinasi tim,negatif,kekalahan sangat mengecewakan kita perlu lebih solid di lini belakang dan perbaiki koordinasi tim,kekalahan sangat mengecewakan kita perlu lebih solid di lini belakang dan perbaiki koordinasi tim,kekalahan sangat mengecewakan kita perlu lebih solid di lini belakang dan perbaiki koordinasi tim,"['kekalahan', 'sangat', 'mengecewakan', 'kita', 'perlu', 'lebih', 'solid', 'di', 'lini', 'belakang', 'dan', 'perbaiki', 'koordinasi', 'tim']",kekalahan mengecewakan solid lini perbaiki koordinasi tim
"Setuju, kalo raspot starter gw ogah nonton",setuju kalo raspot starter gw ogah nonton,negatif,setuju kalo raspot starter gw ogah nonton,setuju kalo raspot starter gw ogah nonton,setuju kalo raspot starter gue ogah menonton,"['setuju', 'kalo', 'raspot', 'starter', 'gue', 'ogah', 'menonton']",setuju kalo raspot starter gue ogah menonton
2x GK nntn emyu malah menang trs ï£¿Ã¼Ã²Ã anjayyh,x gk nntn emyu malah menang trs anjayyh,positif,x gk nntn emyu malah menang trs anjayyh,x gk nntn emyu malah menang trs anjayyh,kali enggak menonton emyu malah menang terus anjayyh,"['kali', 'enggak', 'menonton', 'emyu', 'malah', 'menang', 'terus', 'anjayyh']",kali menonton emyu menang anjayyh
performanya dorgu gimana tadi? Nggak liat dari awal,performanya dorgu gimana tadi nggak liat dari awal,positif,performanya dorgu gimana tadi nggak liat dari awal,performanya dorgu gimana tadi nggak liat dari awal,performanya dorgu bagaimana tadi enggak lihat dari awal,"['performanya', 'dorgu', 'bagaimana', 'tadi', 'enggak', 'lihat', 'dari', 'awal']",performanya dorgu lihat
@_tobedeletedsoon_ mereka beli lebih dari 60 masa dijual 30 wkwkw,mereka beli lebih dari masa dijual wkwkw,negatif,mereka beli lebih dari masa dijual wkwkw,mereka beli lebih dari masa dijual wkwkw,mereka beli lebih dari masa dijual wkwkw,"['mereka', 'beli', 'lebih', 'dari', 'masa', 'dijual', 'wkwkw']",beli dijual wkwkw
"@hellof46_ ya gimana, dengan selalu mainin onana & dalot, apalagi dorgu ditaruh kanan, 343 kalo garnacho ga ada murni ga kreatif, jobdesk yang bertanggung jawab semua itu kan pelatih",ya gimana dengan selalu mainin onana dalot apalagi dorgu ditaruh kanan kalo garnacho ga ada murni ga kreatif jobdesk yang bertanggung jawab semua itu kan pelatih,positif,ya gimana dengan selalu mainin onana dalot apalagi dorgu ditaruh kanan kalo garnacho ga ada murni ga kreatif jobdesk yang bertanggung jawab semua itu kan pelatih,ya gimana dengan selalu mainin onana dalot apalagi dorgu ditaruh kanan kalo garnacho ga ada murni ga kreatif jobdesk yang bertanggung jawab semua itu kan pelatih,ya bagaimana dengan selalu mainin onana dalot apalagi dorgu ditaruh kanan kalo garnacho enggak ada murni enggak kreatif jobdesk yang bertanggung jawab semua itu kan pelatih,"['ya', 'bagaimana', 'dengan', 'selalu', 'mainin', 'onana', 'dalot', 'apalagi', 'dorgu', 'ditaruh', 'kanan', 'kalo', 'garnacho', 'enggak', 'ada', 'murni', 'enggak', 'kreatif', 'jobdesk', 'yang', 'bertanggung', 'jawab', 'semua', 'itu', 'kan', 'pelatih']",ya mainin onana dalot dorgu ditaruh kanan kalo garnacho murni kreatif jobdesk bertanggung pelatih
"Tenang, minimal 1 trophy musim ini",tenang minimal trophy musim ini,netral,tenang minimal trophy musim ini,tenang minimal trophy musim ini,tenang minimal trophy musim ini,"['tenang', 'minimal', 'trophy', 'musim', 'ini']",tenang minimal trophy musim
"Amorim jenius! Beraninya kritik dia, nonton bola aja masih di TV jadul kali!",amorim jenius beraninya kritik dia nonton bola aja masih di tv jadul kali,negatif,amorim jenius beraninya kritik dia nonton bola aja masih di tv jadul kali,amorim jenius beraninya kritik dia nonton bola aja masih di tv jadul kali,amorim jenius beraninya kritik dia menonton bola saja masih di tv jadul kali,"['amorim', 'jenius', 'beraninya', 'kritik', 'dia', 'menonton', 'bola', 'saja', 'masih', 'di', 'tv', 'jadul', 'kali']",amorim jenius beraninya kritik menonton bola tv jadul kali
@rizki_doni95 dah gk punya ambisi dia mainnya...,dah gk punya ambisi dia mainnya,negatif,dah gk punya ambisi dia mainnya,dah gk punya ambisi dia mainnya,deh enggak punya ambisi dia mainnya,"['deh', 'enggak', 'punya', 'ambisi', 'dia', 'mainnya']",deh ambisi mainnya
"Hasil imbang di laga pertama ini sedikit mengecewakan, namun saya bisa melihat ada perbaikan dalam struktur permainan tim.",hasil imbang di laga pertama ini sedikit mengecewakan namun saya bisa melihat ada perbaikan dalam struktur permainan tim,negatif,hasil imbang di laga pertama ini sedikit mengecewakan namun saya bisa melihat ada perbaikan dalam struktur permainan tim,hasil imbang di laga pertama ini sedikit mengecewakan namun saya bisa melihat ada perbaikan dalam struktur permainan tim,hasil imbang di laga pertama ini sedikit mengecewakan namun saya bisa melihat ada perbaikan dalam struktur permainan tim,"['hasil', 'imbang', 'di', 'laga', 'pertama', 'ini', 'sedikit', 'mengecewakan', 'namun', 'saya', 'bisa', 'melihat', 'ada', 'perbaikan', 'dalam', 'struktur', 'permainan', 'tim']",hasil imbang laga mengecewakan perbaikan struktur permainan tim
@rgk3105 lu siapa ngatur gua fans emyu kalau ada pemain yg main jelek yah dikritik lah pemikiran fans kaya lu yg bikin pemain emyu jadi manjaa kocak,lu siapa ngatur gua fans emyu kalau ada pemain yg main jelek yah dikritik lah pemikiran fans kaya lu yg bikin pemain emyu jadi manjaa kocak,negatif,lu siapa ngatur gua fans emyu kalau ada pemain yg main jelek yah dikritik lah pemikiran fans kaya lu yg bikin pemain emyu jadi manjaa kocak,lu siapa ngatur gua fans emyu kalau ada pemain yg main jelek yah dikritik lah pemikiran fans kaya lu yg bikin pemain emyu jadi manjaa kocak,lu siapa mengatur gua fan emyu kalau ada pemain yang main jelek ya dikritik lah pemikiran fan kaya lu yang bikin pemain emyu jadi manjaa kocak,"['lu', 'siapa', 'mengatur', 'gua', 'fan', 'emyu', 'kalau', 'ada', 'pemain', 'yang', 'main', 'jelek', 'ya', 'dikritik', 'lah', 'pemikiran', 'fan', 'kaya', 'lu', 'yang', 'bikin', 'pemain', 'emyu', 'jadi', 'manjaa', 'kocak']",lu mengatur gua fan emyu pemain main jelek ya dikritik pemikiran fan kaya lu bikin pemain emyu manjaa kocak
"Kemenangan telak 4-0, tapi pertahanan masih bisa lebih baik. Harus lebih waspada di laga-laga mendatang.",kemenangan telak tapi pertahanan masih bisa lebih baik harus lebih waspada di lagalaga mendatang,positif,kemenangan telak tapi pertahanan masih bisa lebih baik harus lebih waspada di lagalaga mendatang,kemenangan telak tapi pertahanan masih bisa lebih baik harus lebih waspada di lagalaga mendatang,kemenangan telak tapi pertahanan masih bisa lebih baik harus lebih waspada di lagalaga mendatang,"['kemenangan', 'telak', 'tapi', 'pertahanan', 'masih', 'bisa', 'lebih', 'baik', 'harus', 'lebih', 'waspada', 'di', 'lagalaga', 'mendatang']",kemenangan telak pertahanan waspada lagalaga
Eth kapan di pecat,eth kapan di pecat,netral,eth kapan di pecat,eth kapan di pecat,eth kapan di pecat,"['eth', 'kapan', 'di', 'pecat']",eth pecat
Tiap musim gini trus,tiap musim gini trus,netral,tiap musim gini trus,tiap musim gini trus,tiap musim begini terus,"['tiap', 'musim', 'begini', 'terus']",musim
Garnacho in & delight biar hidup permainan jgn telat masukannya,garnacho in delight biar hidup permainan jgn telat masukannya,netral,garnacho in delight biar hidup permainan jgn telat masukannya,garnacho in delight biar hidup permainan jgn telat masukannya,garnacho ini delight biar hidup permainan jangan telat masukannya,"['garnacho', 'ini', 'delight', 'biar', 'hidup', 'permainan', 'jangan', 'telat', 'masukannya']",garnacho delight biar hidup permainan telat masukannya
"Tv ku semalem hancur lebur seperti kisahnya MU, makin lama makin lawak ni team",tv ku semalem hancur lebur seperti kisahnya mu makin lama makin lawak ni team,negatif,tv ku semalem hancur lebur seperti kisahnya mu makin lama makin lawak ni team,tv ku semalem hancur lebur seperti kisahnya mu makin lama makin lawak ni team,tv ku semalem hancur lebur seperti kisahnya mu makin lama makin lawak ini team,"['tv', 'ku', 'semalem', 'hancur', 'lebur', 'seperti', 'kisahnya', 'mu', 'makin', 'lama', 'makin', 'lawak', 'ini', 'team']",tv ku semalem hancur lebur kisahnya mu lawak team
Pelatih kadal di isi pemain2 kadal ï£¿Ã¼Â§Â£ï£¿Ã¼Â§Â£ï£¿Ã¼Â§Â°,pelatih kadal di isi pemain kadal,negatif,pelatih kadal di isi pemain kadal,pelatih kadal di isi pemain kadal,pelatih kadal di isi pemain kadal,"['pelatih', 'kadal', 'di', 'isi', 'pemain', 'kadal']",pelatih kadal isi pemain kadal
"Pertahanan makin amburadul, rindu era Ten Hag yang lebih solid.",pertahanan makin amburadul rindu era ten hag yang lebih solid,positif,pertahanan makin amburadul rindu era ten hag yang lebih solid,pertahanan makin amburadul rindu era ten hag yang lebih solid,pertahanan makin amburadul rindu era ten hag yang lebih solid,"['pertahanan', 'makin', 'amburadul', 'rindu', 'era', 'ten', 'hag', 'yang', 'lebih', 'solid']",pertahanan amburadul rindu era ten hag solid
"@mputraff Taun kemarin aja anjlok mau alasan apa lagi, cidera? Lu pikir semua tim gada yng cedera?",taun kemarin aja anjlok mau alasan apa lagi cidera lu pikir semua tim gada yng cedera,negatif,taun kemarin aja anjlok mau alasan apa lagi cidera lu pikir semua tim gada yng cedera,taun kemarin aja anjlok mau alasan apa lagi cidera lu pikir semua tim gada yng cedera,tahun kemarin saja anjlok mau alasan apa lagi cidera lu pikir semua tim enggak ada yang cedera,"['tahun', 'kemarin', 'saja', 'anjlok', 'mau', 'alasan', 'apa', 'lagi', 'cidera', 'lu', 'pikir', 'semua', 'tim', 'enggak', 'ada', 'yang', 'cedera']",kemarin anjlok alasan cidera lu pikir tim cedera
"Min,, 4-4-2,,,dalot de ligt martinez mazroui,,, kasih delandang  ugarte casemiro bruno maino,, depan coba zirkzee hojlund",min dalot de ligt martinez mazroui kasih delandang ugarte casemiro bruno maino depan coba zirkzee hojlund,netral,min dalot de ligt martinez mazroui kasih delandang ugarte casemiro bruno maino depan coba zirkzee hojlund,min dalot de ligt martinez mazroui kasih delandang ugarte casemiro bruno maino depan coba zirkzee hojlund,min dalot deh ligt martinez mazroui kasih delandang ugarte casemiro bruno maino depan coba zirkzee hojlund,"['min', 'dalot', 'deh', 'ligt', 'martinez', 'mazroui', 'kasih', 'delandang', 'ugarte', 'casemiro', 'bruno', 'maino', 'depan', 'coba', 'zirkzee', 'hojlund']",min dalot deh ligt martinez mazroui kasih delandang ugarte casemiro bruno maino coba zirkzee hojlund
"Selama Rashford masi starter ,, jgn terlalu berharap lah,, virusnya itu rashford",selama rashford masi starter jgn terlalu berharap lah virusnya itu rashford,negatif,selama rashford masi starter jgn terlalu berharap lah virusnya itu rashford,selama rashford masi starter jgn terlalu berharap lah virusnya itu rashford,selama rashford masih starter jangan terlalu berharap lah virusnya itu rashford,"['selama', 'rashford', 'masih', 'starter', 'jangan', 'terlalu', 'berharap', 'lah', 'virusnya', 'itu', 'rashford']",rashford starter berharap virusnya rashford
Cape,cape,negatif,cape,cape,cape,['cape'],cape
"Ruben Amorim sudah mulai memperkenalkan filosofi baru, namun saya merasa lini serang masih perlu banyak perbaikan untuk meraih kemenangan.",ruben amorim sudah mulai memperkenalkan filosofi baru namun saya merasa lini serang masih perlu banyak perbaikan untuk meraih kemenangan,positif,ruben amorim sudah mulai memperkenalkan filosofi baru namun saya merasa lini serang masih perlu banyak perbaikan untuk meraih kemenangan,ruben amorim sudah mulai memperkenalkan filosofi baru namun saya merasa lini serang masih perlu banyak perbaikan untuk meraih kemenangan,ruben amorim sudah mulai memperkenalkan filosofi baru namun saya merasa lini serang masih perlu banyak perbaikan untuk meraih kemenangan,"['ruben', 'amorim', 'sudah', 'mulai', 'memperkenalkan', 'filosofi', 'baru', 'namun', 'saya', 'merasa', 'lini', 'serang', 'masih', 'perlu', 'banyak', 'perbaikan', 'untuk', 'meraih', 'kemenangan']",ruben amorim memperkenalkan filosofi lini serang perbaikan meraih kemenangan
"Saya senang melihat semangat baru yang dibawa Ruben Amorim, meskipun hasilnya imbang, saya merasa ada banyak potensi untuk berkembang.",saya senang melihat semangat baru yang dibawa ruben amorim meskipun hasilnya imbang saya merasa ada banyak potensi untuk berkembang,positif,saya senang melihat semangat baru yang dibawa ruben amorim meskipun hasilnya imbang saya merasa ada banyak potensi untuk berkembang,saya senang melihat semangat baru yang dibawa ruben amorim meskipun hasilnya imbang saya merasa ada banyak potensi untuk berkembang,saya senang melihat semangat baru yang dibawa ruben amorim meskipun hasilnya imbang saya merasa ada banyak potensi untuk berkembang,"['saya', 'senang', 'melihat', 'semangat', 'baru', 'yang', 'dibawa', 'ruben', 'amorim', 'meskipun', 'hasilnya', 'imbang', 'saya', 'merasa', 'ada', 'banyak', 'potensi', 'untuk', 'berkembang']",senang semangat dibawa ruben amorim hasilnya imbang potensi berkembang
"Udah ada perbaikan, tapi finishingnya masih jadi masalah utama. Gaya main udah oke tapi harus lebih klinis.",udah ada perbaikan tapi finishingnya masih jadi masalah utama gaya main udah oke tapi harus lebih klinis,negatif,udah ada perbaikan tapi finishingnya masih jadi masalah utama gaya main udah oke tapi harus lebih klinis,udah ada perbaikan tapi finishingnya masih jadi masalah utama gaya main udah oke tapi harus lebih klinis,sudah ada perbaikan tapi finishingnya masih jadi masalah utama gaya main sudah oke tapi harus lebih klinis,"['sudah', 'ada', 'perbaikan', 'tapi', 'finishingnya', 'masih', 'jadi', 'masalah', 'utama', 'gaya', 'main', 'sudah', 'oke', 'tapi', 'harus', 'lebih', 'klinis']",perbaikan finishingnya utama gaya main oke klinis
"Garnacho makin berkembang, tapi pertahanan kita bikin deg-degan. Kemenangan 2-1 masih jauh dari cukup.",garnacho makin berkembang tapi pertahanan kita bikin degdegan kemenangan masih jauh dari cukup,positif,garnacho makin berkembang tapi pertahanan kita bikin degdegan kemenangan masih jauh dari cukup,garnacho makin berkembang tapi pertahanan kita bikin degdegan kemenangan masih jauh dari cukup,garnacho makin berkembang tapi pertahanan kita bikin degdegan kemenangan masih jauh dari cukup,"['garnacho', 'makin', 'berkembang', 'tapi', 'pertahanan', 'kita', 'bikin', 'degdegan', 'kemenangan', 'masih', 'jauh', 'dari', 'cukup']",garnacho berkembang pertahanan bikin degdegan kemenangan
Jadwal tayangan pertandingan sudah diumumkan,jadwal tayangan pertandingan sudah diumumkan,netral,jadwal tayangan pertandingan sudah diumumkan,jadwal tayangan pertandingan sudah diumumkan,jadwal tayangan pertandingan sudah diumumkan,"['jadwal', 'tayangan', 'pertandingan', 'sudah', 'diumumkan']",jadwal tayangan pertandingan diumumkan
@satri0anom22 ente kadang2 tuh ky gini nih ï£¿Ã¼Ã²Ã,ente kadang tuh ky gini nih,negatif,ente kadang tuh ky gini nih,ente kadang tuh ky gini nih,ente kadang tuh kaya begini nih,"['ente', 'kadang', 'tuh', 'kaya', 'begini', 'nih']",ente kadang tuh kaya nih
"Pelatih yg gk pernha belajar dr kesalahan.. keras kepala emg dia, sok paling benar. Sipaling jenius. Kocak",pelatih yg gk pernha belajar dr kesalahan keras kepala emg dia sok paling benar sipaling jenius kocak,negatif,pelatih yg gk pernha belajar dr kesalahan keras kepala emg dia sok paling benar sipaling jenius kocak,pelatih yg gk pernha belajar dr kesalahan keras kepala emg dia sok paling benar sipaling jenius kocak,pelatih yang enggak pernha belajar dari kesalahan keras kepala memang dia sok paling benar sipaling jenius kocak,"['pelatih', 'yang', 'enggak', 'pernha', 'belajar', 'dari', 'kesalahan', 'keras', 'kepala', 'memang', 'dia', 'sok', 'paling', 'benar', 'sipaling', 'jenius', 'kocak']",pelatih pernha belajar kesalahan keras kepala sok sipaling jenius kocak
Fix jgn nonton live emyu ï£¿Ã¼Ã²Ã,fix jgn nonton live emyu,negatif,fix jgn nonton live emyu,fix jgn nonton live emyu,fix jangan menonton live emyu,"['fix', 'jangan', 'menonton', 'live', 'emyu']",fix menonton live emyu
